title,description,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film_noir,history,horror,music,musical,mystery,romance,sci_fi,short,sport,superhero,thriller,war,western,poster_path,descr_action,descr_adventure,descr_animation,descr_biography,descr_comedy,descr_crime,descr_documentary,descr_drama,descr_family,descr_fantasy,descr_film_noir,descr_history,descr_horror,descr_music,descr_musical,descr_mystery,descr_romance,descr_sci_fi,descr_short,descr_sport,descr_superhero,descr_thriller,descr_war,descr_western,label_action,label_adventure,label_animation,label_biography,label_comedy,label_crime,label_documentary,label_drama,label_family,label_fantasy,label_film_noir,label_history,label_horror,label_music,label_musical,label_mystery,label_romance,label_sci_fi,label_short,label_sport,label_superhero,label_thriller,label_war,label_western
The Human Voice,"A woman watches time passing next to the suitcases of her ex-lover (who is supposed to come pick them up, but never arrives) and a restless dog who doesn't understand that his master has abandoned him. Two living beings facing abandonment.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/the_human_voice.jpg,-2.1341205,-2.0861459,-2.0763907,-3.466069,-1.0118301,-3.6119733,-1.9860733,-0.9209228,-3.2971122,-2.1220407,-5.1316423,-3.433436,-3.3786106,-5.6592107,-5.272077,-3.4445727,-2.7364116,-2.859337,0.03474163,-3.4916737,-4.335714,-3.8478768,-5.221476,-3.9106631,-3.5642915,-3.8485415,-3.983849,-2.8132367,-1.7203708,-2.2513924,-0.5317646,-0.89360934,-3.6820178,-2.713925,-3.1722038,-2.8426461,-0.8423737,-2.8424141,-4.6671495,-1.7516897,-2.4607866,-2.7325268,-1.6054275,-4.455946,-4.4619994,-1.9374447,-3.965034,-4.267093
The Big Shot,"Fearing life in prison for a fourth offense, convict Duke Berne pulls out of an armored car robbery, planned by his crooked lawyer, but he is framed for the robbery anyway.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/film_noir/the_big_shot.jpg,-1.8379927,-3.0555642,-3.0070243,-2.7194927,-1.4189574,-1.068141,-2.641867,0.032250155,-3.9848182,-3.1759286,-3.8228316,-3.4798384,-4.042692,-6.1899767,-5.746602,-2.8278575,-3.2920156,-3.5480163,-1.0032618,-3.0259364,-4.5564094,-3.1797323,-5.245396,-3.6295948,-3.5387104,-3.8495338,-3.9856286,-2.8108988,-1.714085,-2.2377563,-0.5357078,-0.9015843,-3.6970973,-2.738081,-3.1856894,-2.844591,-0.868412,-2.8832867,-4.6939845,-1.7638074,-2.4880362,-2.7347548,-1.6091071,-4.437767,-4.4620137,-1.9401389,-3.9544094,-4.245314
In a Valley of Violence,A mysterious stranger and a random act of violence drag a town of misfits and nitwits into the bloody crosshairs of revenge.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/posters/western/in_a_valley_of_violence.jpg,-0.7018967,-1.8015927,-2.8243895,-3.6578245,-1.9084433,-3.2729506,-2.5935707,-0.89720476,-4.10008,-2.6404243,-5.291053,-2.8202405,-3.4242418,-6.6089897,-6.1165824,-3.509025,-3.2355027,-2.8914478,-1.0072434,-3.7733257,-4.2224894,-3.2721343,-4.4056935,-2.6966443,-3.52199,-3.8797293,-4.013639,-2.8227437,-1.7734827,-2.145225,-0.55027384,-0.8937542,-3.7439313,-2.7640266,-3.126725,-2.8547637,-0.83476657,-2.9636624,-4.750991,-1.7160864,-2.5645514,-2.7588894,-1.6519693,-4.4650497,-4.466506,-1.880397,-3.9648569,-4.213938
Two for the Money,"After suffering a career-ending knee injury, a former college football star aligns himself with one of the most renowned touts in the sports-gambling business.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/sport/two_for_the_money.jpg,-1.4324656,-2.745849,-2.5070407,-2.6470065,-0.87614715,-2.9314795,-2.2186432,-0.8103683,-3.2083914,-3.6296518,-5.083411,-3.8613443,-4.6583314,-6.125142,-6.2073784,-4.092704,-3.659107,-3.6611714,-1.6038437,0.55521685,-4.6805906,-4.0112467,-5.2949786,-3.8879507,-3.5522687,-3.8594983,-3.97363,-2.8213124,-1.6942438,-2.2187443,-0.5125079,-0.93579227,-3.6891458,-2.7527964,-3.195259,-2.866504,-0.87819815,-2.8768299,-4.6868405,-1.7828529,-2.5033062,-2.7637928,-1.5934355,-4.431054,-4.4737573,-1.9541636,-3.9728816,-4.2346773
Gypsy,Therapist Jean Holloway becomes too immersed in the lives of her patients.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/posters/thriller/gypsy.jpg,-1.979206,-2.3886416,-2.5139163,-3.1172898,-1.5058215,-2.921671,-1.4571403,-0.74291235,-3.6806715,-2.3427935,-4.7659416,-3.2104192,-3.0857706,-5.6240206,-5.5222473,-2.9657643,-3.2838364,-2.5251796,-0.26750195,-3.2045639,-4.25405,-3.3164697,-5.0076346,-4.125242,-3.5017118,-3.9134784,-4.130516,-2.643493,-1.8751334,-2.15732,-0.55389196,-0.68492186,-3.799025,-2.7470493,-2.9921377,-2.641845,-0.8530394,-3.0080287,-4.7973022,-1.6303139,-2.4491189,-2.7125862,-1.7072536,-4.37613,-4.4606934,-1.8212899,-3.803013,-4.226165
All Hallows' Eve,A babysitter finds a VHS tape which features various sinister murders performed by a psychotic clown.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,./data/posters/horror/all_hallows__eve.jpg,-2.1772532,-2.6407306,-2.365333,-3.645778,-1.2914855,-2.6857264,-1.5698014,-1.6035517,-3.7663152,-2.2165325,-4.8482924,-3.7024195,-2.1486857,-5.671181,-5.469364,-2.5987759,-3.5753698,-2.4741447,0.14858903,-3.9194195,-4.001044,-2.914217,-5.250924,-4.071408,-3.490736,-3.8488777,-4.0303082,-2.7643661,-1.8156469,-2.2041814,-0.50447583,-0.8330437,-3.735146,-2.6736753,-3.050476,-2.7157757,-0.7570549,-3.0099921,-4.7640495,-1.6279731,-2.517032,-2.6901712,-1.6301668,-4.421587,-4.4124064,-1.8277551,-3.8541007,-4.2138915
Chicken Run,"When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/animation/chicken_run.jpg,-2.28462,-1.2607223,-0.97867477,-4.2218304,-0.4107811,-4.3924956,-2.4268546,-2.3082411,-2.7286665,-2.8913028,-6.2333136,-4.066758,-3.5334084,-5.363762,-5.1056437,-4.3107796,-3.7265596,-3.3521585,-0.24013118,-3.7624319,-4.452439,-4.3903875,-5.816853,-3.546806,-3.4706588,-3.8521965,-4.049504,-2.7329664,-1.8200781,-2.1771708,-0.49468976,-0.82449883,-3.7564843,-2.7232928,-3.0618958,-2.6909187,-0.8260476,-3.0226347,-4.777219,-1.6747639,-2.5271826,-2.6946814,-1.63192,-4.3729043,-4.4149237,-1.857264,-3.8407962,-4.188712
The Lobster,"In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,./data/posters/romance/the_lobster.jpg,-1.9533284,-2.1553185,-2.5335383,-3.9173405,-1.2554935,-4.2448325,-2.5870035,-0.6728263,-3.493959,-1.6595567,-5.6126895,-3.5758743,-3.088345,-5.8441176,-5.4670043,-3.4432588,-2.3933094,-2.6605365,-0.18336256,-4.0672097,-4.3092685,-3.822912,-5.2428737,-4.2334256,-3.5346994,-3.8329933,-3.9699326,-2.8171,-1.7205579,-2.2503886,-0.5458951,-0.898795,-3.6816516,-2.7104948,-3.1828756,-2.833659,-0.8387596,-2.887031,-4.689878,-1.7396306,-2.4807024,-2.7232995,-1.6068444,-4.4539905,-4.4491725,-1.9234747,-3.9485104,-4.26461
Cyrano,"Too self-conscious to woo Roxanne himself, wordsmith Cyrano de Bergerac helps young Christian nab her heart through love letters.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,./data/posters/musical/cyrano.jpg,-1.8074294,-2.1251082,-2.6924145,-2.8646197,-0.54843175,-4.767046,-3.4405823,0.38967162,-2.8794305,-1.9884896,-5.8449287,-3.1142783,-4.542134,-5.0553365,-4.7618494,-4.577345,-0.9738406,-3.8585951,-1.0724351,-2.6002057,-4.637724,-4.506507,-4.691119,-3.874676,-3.494198,-3.917845,-4.1420646,-2.622469,-1.8872774,-2.1436424,-0.5612352,-0.6582163,-3.8090596,-2.758356,-2.9760158,-2.628936,-0.87232685,-3.0151005,-4.807079,-1.6327069,-2.4397907,-2.7127392,-1.7187041,-4.357828,-4.4623456,-1.8214084,-3.79139,-4.2177715
The Sands Between,A woman has a phone conversation with her significant other which slowly deteriorates as she comes to realize that the world around her might not be real.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/the_sands_between.jpg,-2.1918323,-2.5159776,-2.2681212,-3.269067,-1.1337994,-2.842214,-1.3182452,-1.4510916,-3.662546,-2.618528,-4.843914,-3.314856,-3.387109,-5.7644463,-5.429281,-3.2814527,-3.3419693,-2.9165833,0.09330093,-3.3413384,-4.264591,-3.5571527,-5.1098733,-3.9637477,-3.5202436,-3.8312912,-3.9784386,-2.8169656,-1.7347716,-2.2438807,-0.54412985,-0.8992422,-3.6934826,-2.7212439,-3.1771085,-2.8284614,-0.84972024,-2.901666,-4.700828,-1.7452102,-2.4909616,-2.7233663,-1.6102363,-4.451196,-4.448808,-1.9245671,-3.9402657,-4.241548
Dark Waters,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/biography/dark_waters.jpg,-1.8361139,-2.4076102,-2.5210412,-2.9678183,-1.4273587,-2.9893804,-1.5267727,-0.900052,-3.8174715,-2.6965847,-4.911985,-3.0564039,-3.5488322,-5.8512654,-5.6609874,-3.402497,-3.3322103,-2.8800504,-0.35957044,-3.1970513,-4.3805876,-3.522221,-4.9594684,-3.9430401,-3.4582467,-3.8968055,-4.160649,-2.6424315,-1.9315478,-2.1460216,-0.56117415,-0.6695455,-3.8469214,-2.787309,-2.985744,-2.602781,-0.89358824,-3.087064,-4.8579206,-1.6396714,-2.4975948,-2.712864,-1.7331814,-4.370735,-4.4773207,-1.8155489,-3.764776,-4.1837873
Enola Holmes,"When Enola Holmes-Sherlock's teen sister-discovers her mother is missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord.",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/posters/action/enola_holmes.jpg,-1.2841058,-1.5822142,-2.184274,-3.347462,-1.5099928,-3.2108376,-2.283331,-0.51646024,-3.4240825,-1.9720392,-5.301496,-2.7508488,-3.6529188,-5.940475,-5.540859,-3.240519,-3.0258021,-2.804722,-0.58120656,-3.5426116,-4.1739025,-3.6359167,-4.641929,-4.0382752,-3.4386146,-3.8845685,-4.1098075,-2.6705184,-1.8985134,-2.128373,-0.5738723,-0.6996242,-3.8125854,-2.7413685,-2.9837875,-2.663537,-0.83486634,-3.07903,-4.8400145,-1.6027545,-2.5060124,-2.6831658,-1.7155269,-4.377981,-4.428801,-1.7841284,-3.8015797,-4.2166624
Squid Game,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits with deadly high stakes. A survival game that has a whopping 45.6 billion-won prize at stake.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,./data/posters/action/squid_game.jpg,-0.9860493,-1.9618627,-2.624005,-3.9303744,-1.8830591,-3.5119803,-2.1619186,-1.6039305,-4.1188593,-3.1490743,-5.668547,-3.633851,-3.4313898,-6.6556034,-6.507976,-3.7642496,-4.1519637,-2.623001,-0.9610609,-3.027221,-4.452917,-3.2940545,-4.926761,-3.5221007,-3.3921065,-3.7979453,-4.0296803,-2.7849023,-1.8790818,-2.1835668,-0.5455514,-0.834404,-3.7853622,-2.6859038,-3.0812528,-2.6889474,-0.7766215,-3.1499453,-4.852041,-1.6231247,-2.610046,-2.644876,-1.6604811,-4.407564,-4.3775907,-1.7943776,-3.8401022,-4.243845
Liger,"A story about martial arts, dreams and star crossed lovers. Liger is an MMA fighter who trains hard and rises up the ranks with one goal in mind, to fight like his idol, world renowned MMA fighter Mark Anderson and get noticed by him.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,./data/posters/sport/liger.jpg,0.44669724,-1.2609401,-1.8086197,-2.8011074,-1.2651945,-4.3538947,-3.5667853,-0.39307824,-2.7040312,-3.197985,-6.1844206,-2.799891,-5.6087785,-5.64386,-5.6271124,-5.1874027,-3.087701,-4.1774945,-2.1137848,-0.16194132,-4.4920063,-4.510273,-4.507495,-3.344147,-3.4630778,-3.9042814,-4.1402125,-2.6295996,-1.890006,-2.151462,-0.5617393,-0.6739309,-3.816407,-2.7615285,-2.9979954,-2.6241214,-0.8762439,-3.043407,-4.8216043,-1.6388601,-2.4681554,-2.704062,-1.7193639,-4.353445,-4.4527564,-1.8222703,-3.7784605,-4.208688
Rugrats,"Tommy, Chuckie, and the Rugrats crew return for all-new adventures.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/rugrats.jpg,-1.0811566,-1.0408242,-1.1786258,-4.2248473,-0.6479548,-3.556489,-2.9668658,-1.7439401,-3.0771163,-2.4825525,-5.8772674,-4.126663,-3.8500552,-6.09622,-5.635152,-3.8163514,-3.6510048,-2.7050147,-0.095519364,-3.5886815,-3.8757849,-4.075623,-5.4061856,-4.0691104,-3.4239845,-3.844692,-4.0631585,-2.6821027,-1.860519,-2.170117,-0.52291524,-0.75830185,-3.767547,-2.7195292,-3.040748,-2.6383696,-0.8404131,-3.0400813,-4.796013,-1.6473053,-2.509194,-2.6704695,-1.6592371,-4.352008,-4.4091763,-1.8286952,-3.7913637,-4.190661
Out Cold,A snowboarder's plans for his own snowboard park go awry when an ex-girlfriend returns to town.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/sport/out_cold.jpg,-1.1777265,-1.502936,-1.8930532,-3.5078862,-1.1415888,-4.268636,-2.0547128,-1.57206,-3.300767,-3.112641,-6.031514,-3.7848203,-4.287197,-6.062076,-6.0273356,-4.505611,-3.6934843,-3.0627136,-0.8602252,-1.5586358,-4.448027,-4.224312,-5.264855,-3.8712504,-3.477664,-3.9032955,-4.131763,-2.6457634,-1.8732562,-2.154389,-0.5239855,-0.7068807,-3.803503,-2.757115,-2.9970155,-2.6342309,-0.87461305,-3.0268872,-4.8056145,-1.6504534,-2.466611,-2.6994903,-1.6967157,-4.3405194,-4.444019,-1.8315336,-3.786291,-4.2019434
1917,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,./data/posters/action/1917.jpg,-0.18631485,-1.7775661,-3.2716088,-3.7930708,-1.9606115,-4.264847,-3.3234115,-0.18929018,-4.2998147,-2.591219,-6.0355153,-1.88849,-4.170871,-6.713037,-6.242393,-4.1084023,-3.0640638,-3.1410306,-1.6047872,-4.0709968,-4.574614,-3.1882324,-2.314059,-3.7768261,-3.4864123,-3.9198575,-4.165662,-2.6086173,-1.9092616,-2.155035,-0.5689542,-0.63692987,-3.8326967,-2.7768579,-2.9911864,-2.6030996,-0.8866844,-3.0367594,-4.829595,-1.6389524,-2.4631255,-2.725181,-1.732347,-4.3594112,-4.481581,-1.8230692,-3.7699406,-4.216512
Winning Time: The Rise of the Lakers Dynasty,"The professional and personal lives of the 1980s Los Angeles Lakers, one of sports' most revered and dominant dynasties - a team that defined an era, both on and off the court.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/biography/winning_time__the_rise_of_the_lakers_dynasty.jpg,-1.5789406,-2.353314,-2.3086963,-2.777851,-0.884012,-3.503325,-1.8485484,-1.0004102,-3.167063,-3.2358282,-5.753508,-3.3114192,-4.612339,-6.2388024,-6.063853,-4.242238,-3.6937613,-3.568173,-1.272369,0.098881096,-4.7944303,-4.2929306,-5.392269,-4.201177,-3.548748,-3.8640897,-3.9963582,-2.8115222,-1.6966385,-2.2557435,-0.51262546,-0.9152598,-3.7108417,-2.7663844,-3.2294621,-2.848697,-0.91190195,-2.8783486,-4.7022657,-1.8092375,-2.4914389,-2.760018,-1.601205,-4.4119577,-4.4844933,-1.9807009,-3.9660375,-4.248936
The Social Network,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/biography/the_social_network.jpg,-2.1722353,-2.4470696,-2.4435503,-2.8249967,-1.2221464,-3.0916805,-1.2409886,-1.1214597,-3.6372468,-2.745563,-5.2151275,-3.0196292,-3.8516753,-5.618283,-5.595782,-3.6491156,-3.3330603,-3.242432,-0.2994429,-2.9657316,-4.614013,-3.8702798,-5.2500305,-4.1824627,-3.5529127,-3.8546774,-3.9914033,-2.8088539,-1.7316803,-2.2379425,-0.55581903,-0.8723188,-3.6969848,-2.725247,-3.1683297,-2.8386266,-0.84922075,-2.8823678,-4.6931605,-1.7371703,-2.466949,-2.7369437,-1.6261592,-4.461271,-4.470712,-1.9243742,-3.9519541,-4.2662005
Too Many Cooks,"A series of montages that parodies the introductory title sequences of generic 70s, 80s and 90s TV shows of various genres slowly turns into an absurdist meta slasher and then the parody becomes even weirder.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/too_many_cooks.jpg,-2.1637015,-2.3901038,-2.2640495,-3.7475111,-1.1625571,-2.9973075,-1.4153156,-1.9084493,-3.7725084,-2.453022,-5.172108,-3.661994,-2.7600734,-5.6835313,-5.543201,-3.1784484,-3.6723866,-2.7380724,0.22189502,-3.9504921,-4.14976,-3.464426,-5.304994,-4.017417,-3.533749,-3.9038348,-4.0920863,-2.700068,-1.7943658,-2.1973825,-0.5151707,-0.7692072,-3.7719092,-2.763142,-3.0589812,-2.6982899,-0.8752526,-2.9905348,-4.7811046,-1.6959628,-2.4657867,-2.7451744,-1.6494423,-4.365068,-4.472477,-1.8857274,-3.8487833,-4.2323413
Fifty Shades Darker,"While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,./data/posters/romance/fifty_shades_darker.jpg,-1.7578893,-2.3724766,-2.5893009,-3.214261,-1.4685303,-3.3020287,-1.9951534,-0.43946105,-3.6680706,-2.1151118,-5.1193423,-3.0667107,-3.391415,-5.8223343,-5.628289,-3.3284588,-2.8325129,-2.9313726,-0.41631523,-3.3132203,-4.2869577,-3.5989091,-4.9920897,-4.2256,-3.482777,-3.9100525,-4.147665,-2.6287909,-1.9057981,-2.1495378,-0.55986714,-0.6538183,-3.8143415,-2.752334,-2.976637,-2.6277826,-0.86449295,-3.0199645,-4.807374,-1.6224408,-2.4386613,-2.700027,-1.7204655,-4.361986,-4.4594436,-1.8058826,-3.7812712,-4.2126136
All American,"When a star high school football player from South Central is recruited to play for Beverly Hills High School, two separate worlds collide.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/sport/all_american.jpg,-1.1381066,-2.6242404,-2.5811949,-3.3578417,-1.1131747,-3.5453944,-2.4672112,-0.9681565,-3.433162,-3.377846,-5.7912555,-3.9579506,-4.4730396,-6.373468,-6.4593387,-4.2347746,-3.719654,-3.542941,-1.6841121,-0.14483663,-4.686597,-4.13025,-5.236605,-4.195759,-3.4821086,-3.9243202,-4.1667967,-2.6073418,-1.8934776,-2.157194,-0.5572047,-0.65398496,-3.8360195,-2.7983732,-3.020387,-2.6017106,-0.9120917,-3.0328958,-4.8269806,-1.6702249,-2.4714146,-2.7254796,-1.7279127,-4.345668,-4.4840407,-1.8489863,-3.7740197,-4.207369
The Black Phone,"After being abducted by a child killer and locked in a soundproof basement, a 13-year-old boy starts receiving calls on a disconnected phone from the killer's previous victims.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,./data/posters/horror/the_black_phone.jpg,-2.2423437,-2.5173001,-2.1949482,-3.7808115,-1.4115512,-3.2967153,-1.6176293,-1.6532232,-3.7028022,-2.4259048,-5.2439713,-3.7125728,-2.427764,-5.814734,-5.7119527,-2.9831502,-3.7891238,-2.5307024,-0.026159724,-3.7976067,-4.2513776,-3.234237,-5.3847604,-4.297584,-3.5328753,-3.8424172,-3.9829392,-2.8108096,-1.7291579,-2.2363641,-0.5567648,-0.8841898,-3.6944265,-2.7231672,-3.1707468,-2.838869,-0.8479964,-2.8875184,-4.696631,-1.7394398,-2.4788308,-2.725386,-1.6212716,-4.45334,-4.455555,-1.9208392,-3.9488306,-4.2594056
The Green Knight,A fantasy retelling of the medieval story of Sir Gawain and the Green Knight.,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/fantasy/the_green_knight.jpg,-1.2643183,-1.7501074,-2.0476415,-3.3098767,-1.3390805,-3.272415,-1.9112327,-0.8153806,-3.4226453,-2.01549,-5.33652,-2.93712,-3.5541112,-5.852218,-5.5709734,-3.334132,-3.153954,-2.751566,-0.35415003,-3.3573167,-4.044526,-3.7061262,-4.7602754,-4.232083,-3.5177975,-3.8281462,-3.9689324,-2.8183284,-1.7253422,-2.2488222,-0.5507754,-0.89889294,-3.690495,-2.71264,-3.1894226,-2.8373063,-0.84508544,-2.889941,-4.6939554,-1.7461355,-2.4867918,-2.7148037,-1.6085554,-4.448321,-4.4444447,-1.9258559,-3.9483263,-4.2519965
Bad Sisters,"Follows the Garvey sisters, who are bound together by the death of their parents and a promise to always protect each other.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/posters/comedy/bad_sisters.jpg,-1.6945994,-2.2166457,-2.4225326,-3.1767433,-1.4767497,-3.0789394,-1.7153828,-0.677081,-3.636834,-2.2971108,-4.9482584,-3.1538181,-3.361217,-5.790048,-5.5733,-3.2035146,-3.1002843,-2.71627,-0.32876682,-3.2499197,-4.183587,-3.5085971,-4.9885197,-3.9967172,-3.5224643,-3.9214697,-4.121447,-2.680534,-1.8412844,-2.1598175,-0.55691814,-0.71888804,-3.7963138,-2.7629747,-3.0190432,-2.7026994,-0.8662577,-3.0075085,-4.803061,-1.6585201,-2.461549,-2.722934,-1.7005972,-4.385767,-4.4706774,-1.8454255,-3.8474357,-4.2442784
The Act of Killing,"A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers.",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,./data/posters/documentary/the_act_of_killing.jpg,-1.2269099,-3.0187106,-2.9784691,-3.145479,-1.9690723,-1.060004,-1.1990062,-1.362916,-4.6357217,-3.3379357,-4.801282,-2.912895,-3.321712,-5.985697,-6.1600194,-2.744753,-4.580071,-3.3004448,-0.95362896,-3.8119664,-4.1778045,-2.5256395,-4.42267,-4.2747946,-3.5297396,-3.8492954,-3.973783,-2.8321757,-1.7302681,-2.2028534,-0.5143122,-0.93231857,-3.6971812,-2.722231,-3.1558764,-2.846894,-0.81797326,-2.9117997,-4.704347,-1.7315586,-2.52675,-2.7384834,-1.6020602,-4.457866,-4.44142,-1.907791,-3.9572406,-4.2337117
BlacKkKlansman,"Ron Stallworth, an African American police officer from Colorado Springs, CO, successfully manages to infiltrate the local Ku Klux Klan branch with the help of a Jewish surrogate who eventually becomes its leader. Based on actual events.",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/biography/blackkklansman.jpg,-1.600843,-2.5610626,-2.8733692,-3.1403666,-1.2158607,-2.938665,-2.188047,-0.73887944,-3.9094148,-2.8515365,-5.1410594,-3.1877956,-3.7517595,-6.219007,-5.957606,-3.6126642,-3.3085945,-3.0681524,-0.74723524,-3.1766825,-4.4627438,-3.6008554,-4.8788795,-3.6319115,-3.464718,-3.8950052,-4.117147,-2.638677,-1.8737892,-2.143563,-0.54342216,-0.7024516,-3.800609,-2.7539532,-2.9900174,-2.6373062,-0.8615793,-3.0229487,-4.8007283,-1.6357894,-2.4705892,-2.6951535,-1.6990906,-4.3451486,-4.4448,-1.819656,-3.786493,-4.187263
Men in Black: International,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,./data/posters/superhero/men_in_black__international.jpg,-1.3149081,-1.7178124,-2.02913,-3.7054174,-1.2396654,-3.3253431,-1.8235608,-1.5325499,-3.631616,-2.52291,-5.608032,-3.2915514,-3.8748984,-6.035645,-5.6897063,-3.7829099,-3.5236392,-2.8820553,-0.21808265,-3.572447,-4.0194025,-3.9943368,-5.1477275,-4.0328093,-3.3187315,-3.8020885,-4.018536,-2.7960696,-1.8535023,-2.160949,-0.52978337,-0.9005236,-3.8252406,-2.736222,-3.1505525,-2.694795,-0.836594,-3.238524,-4.9018726,-1.6920849,-2.7136185,-2.7125547,-1.6240098,-4.350101,-4.4018145,-1.8436943,-3.8046124,-4.158403
